event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PNG833,2024-03-17,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Police Forces of Papua New Guinea (2019-); Unidentified Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Police Forces of Papua New Guinea (2019-); Unidentified Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier,National,"On 17 March 2024, four vehicles full of people and a police officer from the NCD Criminal Investigation Division attacked another policeman, his family, and more than 200 men, women, and children at the Hohola Police Compound, Port Moresby (National Capital District) over the victim killing a man in self-defense on 20 July 2023 (coded separately). The rioters entered the police compound in 4 vehicles and forced their way into the victim's fence after assaulting a civilian manning the gate and discharging an assault rifle. The motive of the attack is unclear. The police officers were likely off-duty as the perpetrator used his personal vehicle and the victim was surrounded by residents when the attack happened. There were no fatalities. Police are investigating. The event might be related to a family feud involving two conflicting communal groups from the Highlands.",0,crowd size=no report,1750186809
PNG981,2024-03-18,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea); Waiap Tribal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Waiap Tribal Group (Papua New Guinea); Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Laiagam Urban,-5.4951,143.4886,2,The National (Papua New Guinea),National,"On 18 March 2024, Waiap tribal members tortured two women from the same tribe accused of sorcery at Lilyates village near Laiagam Station, in Laiagam Urban (Enga). The accusation against the women arose after a boy in their village got ill due to contaminated food.",0,crowd size=no report; women targeted: accused of witchcraft/sorcery,1728421385
PNG831,2024-03-18,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Police Forces of Papua New Guinea (2019-),NA,State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,Manus,Manus,NA,Dungoumasih,-2.0188,147.2514,1,Facebook; The National (Papua New Guinea),New media-National,"On 18 March 2024, a group of landowners attacked two police officers at the Ecom Secondary School gate, Dungoumasih (Manus) for responding late to a student riot on campus that evening. The landowners beat the two policemen and damaged the bonnet of the police vehicle with a bush knife. The police officers retreated and did not attend to the student riot. According to police, suspected members of this landowner group also attacked police prosecutors at the Lorengau District Court House on Friday 15 March 2024 (coded separately).",0,crowd size=no report,1712617358
PNG1113,2024-03-20,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Sakar Tribal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Labor Group (Papua New Guinea); Mulapin Tribal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Anowae,-5.4636,143.1098,1,Post Courier,National,"On 20 March 2024, an illegal miner from the Mulapin tribe was killed by men from the Sakare clan of Laiagam near Porgera, at Kulapi, Anowae ( Lagaip-Porgera, Enga), as a result the Mulapin retaliated on 11 October with an ambush on a vehicle carrying passengers believed to be from the Sakare clan who were carrying a body onboard the vehicle (coded separately).",1,crowd size=no report,1733261092
PNG881,2024-03-24,2024,1,Political violence,Battles,Armed clash,Police Forces of Papua New Guinea (2019-),NA,State forces,Unidentified Armed Group (Papua New Guinea),NA,Political militia,State forces-Political militia,NA,598,Oceania,Papua New Guinea,Milne Bay,Alotau,NA,Alotau,-10.3084,150.4568,2,The National (Papua New Guinea),National,"On 24 March 2024, police engaged in a shoot out with armed men near Alotau town (Milne Bay) after receiving intelligence that the men were preparing to rob a businessman on Good Enough Island. Police shot and killed 1 man who is the suspected leader of a gang of four. The other men escaped. Police are investigating.",1,NA,1762292062
PNG835,2024-03-25,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Embogo Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Embogo Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Oro,Ijivitari,NA,Dombada,-8.8425,148.4604,1,Post Courier,National,"On 25 March 2024, a group of Embogo villagers attacked and injured an Embogo man in Embogo village, Dombada (Oro). The rioters accused the victim of practicing sorcery on them. During the mediation process that followed later that day, the rioters attacked a community-based police officer who was facilitating the mediation (coded separately).",0,crowd size=no report,1712183458
PNG836,2024-03-25,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Embogo Communal Group (Papua New Guinea),Rioters,Police Forces of Papua New Guinea (2019-),NA,State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,Oro,Ijivitari,NA,Dombada,-8.8425,148.4604,1,Post Courier,National,"On 25 March 2024, a group of Embogo villagers attacked and slashed across the face a community-based police officer across the face at Embogo village, Dombada (Oro) while he was facilitating a mediation process. The mediation followed an attack by the rioters on an Embogo man earlier that day whom they accused of practicing sorcery against them (coded separately). The officer was hospitalized.",0,crowd size=no report,1712183458
PNG838,2024-03-28,2024,2,Political violence,Battles,Armed clash,Meekamui Defence Force,Konnou Communal Group (Papua New Guinea),Rebel group,Meekamui Defence Force,NA,Rebel group,Rebel group-Rebel group,NA,598,Oceania,Papua New Guinea,Bougainville,South Bougainville,NA,Baubake,-6.7884,155.6539,2,Post Courier,National,"Around 28 March 2024 (week of), two conflicting Me'ekamui factions (coded as Meekamui Defence Force) clashed over a misunderstanding in Buin, Bougainville (coded at Baubake), leading to one death. The faction accused of the killing was from Konnou. Bougainville Police Commander suggested that the violence has been ongoing in the area for some time and that youths affiliated with the two factions might have been involved.",1,NA,1753971887
PNG840,2024-03-28,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,NA,NA,NA,Rioters only,NA,598,Oceania,Papua New Guinea,Bougainville,South Bougainville,NA,Baubake,-6.7884,155.6539,2,Post Courier,National,"On 28 March 2024, relatives of a deceased torched multiple properties, including the local radio station, New Dawn FM, in Buin, Bougainville (coded at Baubake), in retaliation for his death. The deceased was killed during a clash between two conflicting Me'ekamui factions which occurred around 28 March (coded separately).",0,crowd size=no report,1712695543
PNG847,2024-03-31,2024,3,Strategic developments,Strategic developments,Other,Rioters (Papua New Guinea),Police Forces of Papua New Guinea (2019-),Rioters,Civilians (Papua New Guinea),Enduka Tribal Group (Papua New Guinea); Students (Papua New Guinea),Civilians,Rioters-Civilians,NA,598,Oceania,Papua New Guinea,Chimbu,Kundiawa-Gembogl,NA,Kundiawa Urban,-6.0265,144.968,1,The National (Papua New Guinea),National,"Other: Around 31 March 2024 (end of month), suspected members of police shot and killed a male student from the Enduka tribe in Kundiawa town (Chimbu). The police officers had chased and discharged their firearms at a group of youths who were intoxicated and had sworn at them. The victim was innocent and was caught in between when he was shot. Police have arrested the suspects and are investigating. Around 10 April 2024, tribal members of the deceased attacked the police and damaged the police station and two police vehicles over his death (coded separately).",1,NA,1762292062
PNG895,2024-03-31,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Southern Highlands Ethnic Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Eastern Highlands Ethnic Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Goroka,NA,Goroka Urban,-6.085,145.3907,1,The National (Papua New Guinea),National,"On 31 March 2024, Southern and Eastern Highlands groups engaged in a fight at a club in Goroka Urban (Eastern Highlands) leading to an attack on a male student from the University of Goroka next day (coded separately). The student was hospitalized. It is suspected that the student was a bystander to the fighting. One source says that a Asariufa community leader and a group of men armed with bush knives attacked the male student.",0,crowd size=no report,1741648625
PNG855,2024-03-31,2024,2,Strategic developments,Strategic developments,Other,Rioters (Papua New Guinea),Yangokata Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Houkini Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,NA,598,Oceania,Papua New Guinea,Gulf,Kerema,NA,Hambia,-7.3842,146.0286,2,The National (Papua New Guinea),National,"Other: Around 31 March 2024 (weekend of), a man from Yangokata killed two men from Houkini over a land dispute in Kaintiba LLG, Gulf (coded at Hambia). Police was unable to reach the conflict area as there are no flights into Kaintiba. Tensions are high in the area.",2,NA,1724787151
PNG837,2024-03-31,2024,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Police Forces of Papua New Guinea (2019-),NA,State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,Central,Kairuku-Hiri,NA,Hisiu,-9.0483,146.7743,1,Post Courier,National,"On 31 March 2024, relatives of two men arrested for possession of marijuana attacked the police officers who arrested them at Brown River Bridge settlement near Hisiu ward (Central). The relatives attacked the police officers with stones and spears as they were leaving after arresting the two suspects. The police officers fired several warning shots and dispersed the rioters. There were no fatalities.",0,crowd size=no report,1712695543
PNG845,2024-04-01,2024,1,Strategic developments,Strategic developments,Other,Rioters (Papua New Guinea),Asariufa Tribal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Students (Papua New Guinea),Civilians,Rioters-Civilians,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Goroka,NA,Goroka Urban,-6.085,145.3907,1,PNG Education News; Post Courier; Study in the PNG; The National (Papua New Guinea),National,"Other: On 1 April 2024, an Asariufa community leader and a group of men armed with bush knives attacked a male student from the University of Goroka in Goroka Urban (Eastern Highlands). The student sustained injuries and was hospitalized. The motive of the attack is unclear. One source reported the injury of 3 other students as part of the altercation. On 5 April 2024, students from the University of Goroka staged a peaceful protest over the attack (coded separately). One report says that the attack is related to a fight between Southern and Eastern Highlands groups on 31 March (coding separately), suggesting that the student was a bystander to the fighting.",0,NA,1741648625
PNG859,2024-04-03,2024,1,Strategic developments,Strategic developments,Other,Rioters (Papua New Guinea),Buka Communal Group (Papua New Guinea),Rioters,NA,NA,NA,Rioters only,NA,598,Oceania,Papua New Guinea,Bougainville,North Bougainville,NA,Buka,-5.4255,154.6739,1,NBC Papua New Guinea; Post Courier,National,"Other: On 3 April 2024, armed relatives of two Buka men who were missing at sea arrived at Buka airport (Buka, North Bougainville) to take revenge on the survivors of an incident at sea who were on a flight to Buka. Police were outnumbered and couldn't guarantee the safety of the plane and the airport. The flight was forced to return to Port Moresby. Flights to Buka returned to normal on 4 April.",0,NA,1719349155
